,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
1545,823541,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2022,2022-01-01T00:00:00.000,5.916417435
1546,825896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2022,2022-01-01T00:00:00.000,17.37601895
1547,823303,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2022,2022-01-01T00:00:00.000,6.497213811
1548,823177,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2022,2022-01-01T00:00:00.000,6.042036842
1549,825854,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2022,2022-01-01T00:00:00.000,17.25017525
1550,823384,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2022,2022-01-01T00:00:00.000,5.534000948
1551,823333,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Annual Average 2022,2022-01-01T00:00:00.000,6.964430444
1552,823168,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2022,2022-01-01T00:00:00.000,6.123150287
1553,823502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2022,2022-01-01T00:00:00.000,5.740224276
1554,823189,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2022,2022-01-01T00:00:00.000,6.280599169
1555,825957,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,2022-01-01T00:00:00.000,16.16730564
1556,823288,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Annual Average 2022,2022-01-01T00:00:00.000,5.665083598
1557,826319,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2022,2022-01-01T00:00:00.000,16.55698281
1558,826379,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2022,2022-01-01T00:00:00.000,13.74823684
1559,823210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2022,2022-01-01T00:00:00.000,9.104075687
1560,826071,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2022,2022-01-01T00:00:00.000,14.73289409
1561,826068,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2022,2022-01-01T00:00:00.000,14.83153369
1562,825732,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2022,2022-01-01T00:00:00.000,18.1593958
1563,825824,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2022,2022-01-01T00:00:00.000,16.84972409
1564,825744,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2022,2022-01-01T00:00:00.000,17.37980792
1565,823228,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2022,2022-01-01T00:00:00.000,5.754248643
1566,825996,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2022,2022-01-01T00:00:00.000,14.86009597
1567,826029,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2022,2022-01-01T00:00:00.000,15.41922074
1568,823475,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2022,2022-01-01T00:00:00.000,6.547744636
1569,823327,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2022,2022-01-01T00:00:00.000,5.178762354
1570,826337,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2022,2022-01-01T00:00:00.000,14.65277326
1571,825815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2022,2022-01-01T00:00:00.000,16.91717916
1572,825818,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2022,2022-01-01T00:00:00.000,16.73138765
1573,825969,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2022,2022-01-01T00:00:00.000,15.34528147
1574,823429,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2022,2022-01-01T00:00:00.000,6.182803784
1575,823276,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2022,2022-01-01T00:00:00.000,5.401120876
1576,825932,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2022,2022-01-01T00:00:00.000,15.63027325
1577,823201,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2022,2022-01-01T00:00:00.000,6.376792447
1578,826334,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2022,2022-01-01T00:00:00.000,12.7767782
1579,826340,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2022,2022-01-01T00:00:00.000,13.14523747
1580,825726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2022,2022-01-01T00:00:00.000,22.87959806
1581,825792,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2022,2022-01-01T00:00:00.000,15.40448714
1582,825696,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2022,2022-01-01T00:00:00.000,14.84726748
1583,826364,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2022,2022-01-01T00:00:00.000,15.87622947
1584,826011,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2022,2022-01-01T00:00:00.000,17.1330789
1585,823336,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2022,2022-01-01T00:00:00.000,5.806389358
1586,823462,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Annual Average 2022,2022-01-01T00:00:00.000,5.306275762
1587,825798,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2022,2022-01-01T00:00:00.000,11.24307983
1588,825848,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2022,2022-01-01T00:00:00.000,20.96451113
1589,825984,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2022,2022-01-01T00:00:00.000,13.08108638
1590,823282,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2022,2022-01-01T00:00:00.000,5.350505083
1591,825966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2022,2022-01-01T00:00:00.000,15.80333897
1592,823411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2022,2022-01-01T00:00:00.000,6.411338422
1593,823496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2022,2022-01-01T00:00:00.000,6.106233431
1594,823565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2022,2022-01-01T00:00:00.000,5.441903521
1595,825705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2022,2022-01-01T00:00:00.000,15.1669961
1596,823490,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2022,2022-01-01T00:00:00.000,6.373445436
1597,823234,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2022,2022-01-01T00:00:00.000,5.8536927
1598,825926,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2022,2022-01-01T00:00:00.000,14.98253169
1599,823207,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2022,2022-01-01T00:00:00.000,7.470738375
1600,826349,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2022,2022-01-01T00:00:00.000,13.32698641
1601,826346,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2022,2022-01-01T00:00:00.000,15.30286219
1602,823432,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2022,2022-01-01T00:00:00.000,5.747771906
1603,825851,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2022,2022-01-01T00:00:00.000,14.72587893
1604,826002,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2022,2022-01-01T00:00:00.000,18.11608953
1605,825972,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2022,2022-01-01T00:00:00.000,15.40449668
1606,823345,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2022,2022-01-01T00:00:00.000,8.421173133
1607,826067,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2022,2022-01-01T00:00:00.000,17.36871859
1608,826361,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2022,2022-01-01T00:00:00.000,16.37041762
1609,825702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2022,2022-01-01T00:00:00.000,14.82315929
1610,825911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2022,2022-01-01T00:00:00.000,17.37980792
1611,826358,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2022,2022-01-01T00:00:00.000,15.51556433
1612,825833,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2022,2022-01-01T00:00:00.000,21.07656911
1613,825981,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2022,2022-01-01T00:00:00.000,11.90257585
1614,823517,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2022,2022-01-01T00:00:00.000,5.389991444
1615,826014,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2022,2022-01-01T00:00:00.000,16.58853866
1616,823481,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2022,2022-01-01T00:00:00.000,6.099869901
1617,823351,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2022,2022-01-01T00:00:00.000,5.762955083
1618,826373,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2022,2022-01-01T00:00:00.000,14.72709895
1619,823231,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2022,2022-01-01T00:00:00.000,5.589418743
1620,823523,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2022,2022-01-01T00:00:00.000,5.658970885
1621,823297,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,2022-01-01T00:00:00.000,5.930993839
1622,825699,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2022,2022-01-01T00:00:00.000,15.2081041
1623,825987,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2022,2022-01-01T00:00:00.000,13.49888164
1624,823408,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Annual Average 2022,2022-01-01T00:00:00.000,6.287259641
1625,823399,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2022,2022-01-01T00:00:00.000,6.111714175
1626,825720,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2022,2022-01-01T00:00:00.000,20.45198364
1627,823258,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2022,2022-01-01T00:00:00.000,6.361393551
1628,825723,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2022,2022-01-01T00:00:00.000,22.93485765
1629,825993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2022,2022-01-01T00:00:00.000,14.1130938
1630,823447,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2022,2022-01-01T00:00:00.000,6.126579475
1631,823414,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2022,2022-01-01T00:00:00.000,5.401120876
1632,823571,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2022,2022-01-01T00:00:00.000,5.429250666
1633,826008,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2022,2022-01-01T00:00:00.000,17.26282689
1634,823574,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2022,2022-01-01T00:00:00.000,5.205622176
1635,823186,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2022,2022-01-01T00:00:00.000,6.094025419
1636,823478,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2022,2022-01-01T00:00:00.000,6.441360442
1637,823372,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Annual Average 2022,2022-01-01T00:00:00.000,7.082453627
1638,823369,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2022,2022-01-01T00:00:00.000,8.266753158
1639,825905,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2022,2022-01-01T00:00:00.000,16.86614244
1640,823559,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Annual Average 2022,2022-01-01T00:00:00.000,5.585495488
1641,825887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2022,2022-01-01T00:00:00.000,15.2081041
1642,825975,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2022,2022-01-01T00:00:00.000,14.52914393
1643,823300,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Annual Average 2022,2022-01-01T00:00:00.000,6.387990997
1644,823237,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Annual Average 2022,2022-01-01T00:00:00.000,6.195663561
1645,825738,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2022,2022-01-01T00:00:00.000,16.86623851
1646,823423,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2022,2022-01-01T00:00:00.000,5.640862065
1647,823273,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2022,2022-01-01T00:00:00.000,6.411338422
1648,826044,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2022,2022-01-01T00:00:00.000,16.5740424
1649,825717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2022,2022-01-01T00:00:00.000,18.02876309
1650,825714,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2022,2022-01-01T00:00:00.000,20.80571845
1651,823192,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Annual Average 2022,2022-01-01T00:00:00.000,6.164136723
1652,823375,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Annual Average 2022,2022-01-01T00:00:00.000,5.027691213
1653,823306,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2022,2022-01-01T00:00:00.000,6.24082796
1654,825899,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2022,2022-01-01T00:00:00.000,18.1592721
1655,825875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2022,2022-01-01T00:00:00.000,11.40160263
1656,823249,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2022,2022-01-01T00:00:00.000,8.045839268
1657,823324,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2022,2022-01-01T00:00:00.000,6.046809555
1658,825893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2022,2022-01-01T00:00:00.000,16.93576692
1659,825759,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2022,2022-01-01T00:00:00.000,14.98253169
1660,825963,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Annual Average 2022,2022-01-01T00:00:00.000,18.39671461
1661,823568,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2022,2022-01-01T00:00:00.000,5.024423733
1662,825836,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2022,2022-01-01T00:00:00.000,25.46363511
1663,823321,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Annual Average 2022,2022-01-01T00:00:00.000,6.03261533
1664,823465,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Annual Average 2022,2022-01-01T00:00:00.000,5.502310703
1665,823240,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2022,2022-01-01T00:00:00.000,6.44099378
1666,825990,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2022,2022-01-01T00:00:00.000,11.40160263
1667,823556,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2022,2022-01-01T00:00:00.000,5.387698
1668,823252,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2022,2022-01-01T00:00:00.000,7.897742036
1669,823417,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2022,2022-01-01T00:00:00.000,5.58462253
1670,823393,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Annual Average 2022,2022-01-01T00:00:00.000,6.195663561
1671,823363,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2022,2022-01-01T00:00:00.000,5.555328298
1672,823450,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2022,2022-01-01T00:00:00.000,6.032611817
1673,823435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,2022-01-01T00:00:00.000,5.930993839
1674,823243,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2022,2022-01-01T00:00:00.000,7.105169767
1675,826077,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2022,2022-01-01T00:00:00.000,11.36047467
1676,823246,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2022,2022-01-01T00:00:00.000,7.451469795
1677,826328,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2022,2022-01-01T00:00:00.000,14.09122812
1678,825771,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2022,2022-01-01T00:00:00.000,17.99691841
1679,823285,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2022,2022-01-01T00:00:00.000,5.640862065
1680,826370,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2022,2022-01-01T00:00:00.000,15.19825501
1681,825807,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2022,2022-01-01T00:00:00.000,15.42809652
1682,823339,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2022,2022-01-01T00:00:00.000,6.101699156
1683,823204,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Annual Average 2022,2022-01-01T00:00:00.000,6.101604201
1684,823291,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2022,2022-01-01T00:00:00.000,6.182700369
1685,823532,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2022,2022-01-01T00:00:00.000,6.451912064
1686,826352,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2022,2022-01-01T00:00:00.000,16.06858676
1687,825741,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Annual Average 2022,2022-01-01T00:00:00.000,16.86414424
1688,825774,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2022,2022-01-01T00:00:00.000,18.39671461
1689,825978,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2022,2022-01-01T00:00:00.000,9.515994578
1690,823441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Annual Average 2022,2022-01-01T00:00:00.000,6.497213811
1691,825917,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2022,2022-01-01T00:00:00.000,14.37111012
1692,823287,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2021-22,2021-12-01T00:00:00.000,6.721923463
1693,823389,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2021-22,2021-12-01T00:00:00.000,6.703134065
1694,826335,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2021-22,2021-12-01T00:00:00.000,20.61779442
1695,823482,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2021-22,2021-12-01T00:00:00.000,7.259217138
1696,823395,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2021-22,2021-12-01T00:00:00.000,7.128130858
1697,825758,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2021-22,2021-12-01T00:00:00.000,20.92609859
1698,826051,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2021-22,2021-12-01T00:00:00.000,23.18648332
1699,823215,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2021-22,2021-12-01T00:00:00.000,8.681031801
1700,825797,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2021-22,2021-12-01T00:00:00.000,19.83819789
1701,825904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2021-22,2021-12-01T00:00:00.000,21.58116385
1702,823518,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2021-22,2021-12-01T00:00:00.000,6.761644117
1703,823500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2021-22,2021-12-01T00:00:00.000,6.880545245
1704,826012,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2021-22,2021-12-01T00:00:00.000,22.12866491
1705,825755,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2021-22,2021-12-01T00:00:00.000,19.18550528
1706,823166,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2021-22,2021-12-01T00:00:00.000,7.212346386
1707,825998,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2021-22,2021-12-01T00:00:00.000,19.71080383
1708,825844,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Winter 2021-22,2021-12-01T00:00:00.000,22.60025846
1709,826116,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Winter 2021-22,2021-12-01T00:00:00.000,14.47603219
1710,825868,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2021-22,2021-12-01T00:00:00.000,23.64552785
1711,826347,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2021-22,2021-12-01T00:00:00.000,19.09960102
1712,826344,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2021-22,2021-12-01T00:00:00.000,21.20896179
1713,825838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Winter 2021-22,2021-12-01T00:00:00.000,29.186725
1714,826341,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2021-22,2021-12-01T00:00:00.000,21.72063225
1715,823392,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Winter 2021-22,2021-12-01T00:00:00.000,6.944377215
1716,823362,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2021-22,2021-12-01T00:00:00.000,6.392677046
1717,823191,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2021-22,2021-12-01T00:00:00.000,7.30197507
1718,823257,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Winter 2021-22,2021-12-01T00:00:00.000,9.318093123
1719,825800,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2021-22,2021-12-01T00:00:00.000,16.4155913
